source	function	category	status	provider	calls	books	returns
PSI	PsiKurtosis	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiLaplace	distribution	have	risksolver	0	0	loc, beta (scale)|confirmed
PSI	PsiLaplaceAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: two different percentiles or the standard deviation|confirmed
PSI	PsiLevy	distribution	have	risksolver	0	0	loc, scale|confirmed
PSI	PsiLevyAlt	distribution	have	risksolver	0	0	2 parameters: two different percentiles, or percentile and loc, or percentile and scale|confirmed
PSI	PsiLock	property	have	BuiltinRiskSolverProperties	0	0	value|confirmed
PSI	PsiLogarithmic	distribution	have	risksolver	0	0	p|confirmed
PSI	PsiLogistic	distribution	have	risksolver	0	0	mu, s|confirmed
PSI	PsiLogisticAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, mean, var, scale|confirmed
PSI	PsiLogLogistic	distribution	have	risksolver	0	0	gamma, beta, alpha|confirmed
PSI	PsiLogLogisticAlt	distribution	have	risksolver	0	0	3 parameters, chosen from: 3 different percentiles, loc, scale, shape|confirmed
PSI	PsiLogNorm2	distribution	have	risksolver	0	0	mu, sigma (log-scale: mean/stdev of the underlying Normal)|confirmed
PSI	PsiLogNormal	distribution	have	risksolver	40	1	mu, sigma (arithmetic mean/stdev of the lognormal itself)|confirmed
PSI	PsiLogNormalAlt	distribution	have	risksolver	0	0	2 parameters: 2 different percentiles, or percentile and mean, or percentile and stdev|confirmed
PSI	PsiMA1	distribution	have	risksolver	0	0	mean, volatility, coef1, err0|confirmed
PSI	PsiMA2	distribution	have	risksolver	0	0	mean, volatility, coef1, coef2, err0, err1|confirmed
PSI	PsiMakeInput	distribution	new	CompoundLossModel exists; freq/expr are host semantics, not mathematics	0	0	freq, expr, deduct, limit|confirmed
PSI	PsiMax	statistic	bindable	ScenarioSet.range	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiMaxExtreme	distribution	have	risksolver	0	0	m, s|confirmed
PSI	PsiMaxExtremeAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, mean, var, mode, scale|confirmed
PSI	PsiMean	statistic	have	SimulationResults trial values — not FinancialSimulation (metric closure)	31	13	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiMeanCI	statistic	bindable	SimulationResults trial values — not FinancialSimulation (metric closure)	0	0	cell, confidence_level, simulation, struc_format, param_slice|confirmed
PSI	PsiMeanCIB	statistic	bindable	SimulationResults trial values — not FinancialSimulation (metric closure)	0	0	cell, confidence_level, [lowerbound], [simulation], [strucformat], [paramslice]|confirmed
PSI	PsiMedian	statistic	bindable	median	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiMetalog	distribution	have	risksolver	0	0	min, max, coefficients, prop_fcns|confirmed
PSI	PsiMetalog2	distribution	have	risksolver	0	0	coefficients|confirmed
PSI	PsiMetalog2Fit	distribution	have	risksolver	0	0	num_coef, x_values, y_values|confirmed
PSI	PsiMetalogFit	distribution	have	risksolver	0	0	num_coef, x_values, y_values|confirmed
PSI	PsiMetalogSPT	distribution	have	risksolver	0	0	min, max, quantiles, prob, prop_fcns|confirmed
PSI	PsiMin	statistic	bindable	ScenarioSet.range	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiMinExtreme	distribution	have	risksolver	0	0	m, s|confirmed
PSI	PsiMinExtremeAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, mean, var, mode, scale|confirmed
PSI	PsiMode	statistic	bindable	mode	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiModel	annotation	not ours	role declaration, belongs with solver_adj	0	0	option_name, value, model_name|confirmed
PSI	PsiModelDesc	annotation	not ours	role declaration, belongs with solver_adj	0	0	cell_or_name|confirmed
PSI	PsiModelSrc	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	src_name, data_name|confirmed
PSI	PsiMomentFit	distribution	have	risksolver	0	0	mean, stdev, skew, kurtosis|confirmed
PSI	PsiMVLogNormal	distribution	have	risksolver	0	0	mu, sigma|confirmed
PSI	PsiMVNormal	distribution	have	risksolver	0	0	mu, sigma|confirmed
PSI	PsiMVResample	distribution	have	risksolver	0	0	data|confirmed
PSI	PsiMVShuffle	distribution	have	risksolver	0	0	data|confirmed
PSI	PsiMyerson	distribution	have	risksolver	0	0	a, b, c, t|confirmed
PSI	PsiName	property	have	risksolver	25	7	name|confirmed
PSI	PsiNegBinomial	distribution	have	risksolver	0	0	s, p|confirmed
PSI	PsiNormal	distribution	have	risksolver	12	4	mu (mean), sigma (stdev)|confirmed
PSI	PsiNormalAlt	distribution	have	risksolver	0	0	2 parameters: 2 different percentiles, or percentile and mean, or percentile and stdev|confirmed
PSI	PsiNormalSkew	distribution	have	risksolver	0	0	a (lower bound), b (upper bound), c (skew)|confirmed
PSI	PsiObj	annotation	not ours	role declaration, belongs with solver_adj	0	0	objective_cell, sense, valueof, chance_type, chance_measure, comment, model_name, critical|confirmed
PSI	PsiOptData	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	output_cell, optimization, struc_format, param_slice|confirmed
PSI	PsiOption	annotation	not ours	role declaration, belongs with solver_adj	0	0	option_name, value, model_name|confirmed
PSI	PsiOptParam	annotation	not ours	role declaration, belongs with solver_adj	14	11	values_or_lower, upper, base_case|confirmed
PSI	PsiOptStatus	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	UNCONFIRMED|inferred
PSI	PsiOptValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell_or_name, optimization, model|confirmed
PSI	PsiOutput	annotation	have	risksolver	24	11	cell_or_name, [instance], [PsiSixSigma]|confirmed
PSI	PsiParamDim	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	name, range_or_array|confirmed
PSI	PsiPareto	distribution	have	risksolver	0	0	theta, a|confirmed
PSI	PsiPareto2	distribution	have	risksolver	0	0	b, q|confirmed
PSI	PsiPareto2Alt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, scale, shape|confirmed
PSI	PsiParetoAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, shape, scale|confirmed
PSI	PsiPearson5	distribution	have	risksolver	0	0	alpha, beta|confirmed
PSI	PsiPearson5Alt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, shape, scale|confirmed
PSI	PsiPearson6	distribution	have	risksolver	0	0	alpha1, alpha2, beta|confirmed
PSI	PsiPearson6Alt	distribution	have	risksolver	0	0	2 parameters, chosen from: 2 different percentiles, shape, scale|confirmed
PSI	PsiPercentile	statistic	have	Percentiles.percentile — not FinancialSimulation (metric closure)	28	4	cell, percentile, simulation, struc_format, param_slice|confirmed
PSI	PsiPercentileCI	statistic	bindable	Percentiles.percentile — not FinancialSimulation (metric closure)	0	0	cell, percentile, confidence_level, [simulation]|confirmed
PSI	PsiPercentileD	statistic	bindable	Percentiles.percentile — not FinancialSimulation (metric closure)	0	0	cell, percentile, simulation|confirmed
PSI	PsiPercentiles	statistic	bindable	Percentiles.percentile — not FinancialSimulation (metric closure)	0	0	cell, [simulation], [struc_format], [param_slice]|confirmed
PSI	PsiPert	distribution	have	risksolver	0	0	a (min), c (likely), b (max)|confirmed
PSI	PsiPertAlt	distribution	have	risksolver	0	0	3 parameters, chosen from: 3 different percentiles, mean, var, min, likely, max|confirmed
PSI	PsiPivotCube	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	cell_within_pivot|confirmed
PSI	PsiPivotDim	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	cell_within_pivot, dim_name, dim_type|confirmed
PSI	PsiPoisson	distribution	have	risksolver	0	0	lambda|confirmed
PSI	PsiPosteriors	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	Model, Input_Data, Header|confirmed
PSI	PsiPredict	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	Model, Input_Data, Header|confirmed
PSI	PsiPredictMLR	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiPredictNN	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiPredictNNEnsemble	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiPredictRT	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiPredictRTEnsemble	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiPtoX	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, percentile, simulation, struc_format, param_slice|confirmed
PSI	PsiQtoX	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, percentile, simulation|confirmed
PSI	PsiRange	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiRayleigh	distribution	have	risksolver	0	0	beta|confirmed
PSI	PsiRayleighAlt	distribution	have	risksolver	0	0	1 parameter, chosen from: percentile, var, mean|confirmed
PSI	PsiReciprocal	distribution	have	risksolver	0	0	min, max|confirmed
PSI	PsiReduce	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	cube_expression, aggregation, dimension|confirmed
PSI	PsiResample	distribution	have	risksolver	0	0	data|confirmed
PSI	PsiSample	property	out of scope	chooses a sampling method for one input — Latin hypercube, Sobol — which is the engine's choice of point set, not a property of the formula	0	0	array_or_dist|confirmed
PSI	PsiSeed	property	out of scope	seeds one input's own stream; FormulaEvaluator draws from a single RandomSource the caller supplies and has no per-input streams to seed	0	0	value|confirmed
PSI	PsiSemiDev	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, q, target, simulation, struc_format, param_slice|confirmed
PSI	PsiSemiDev2	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, [lowerdata], [simulation], [strucformat], [paramslice]|confirmed
PSI	PsiSemiVar	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, q, target, simulation, struc_format, param_slice|confirmed
PSI	PsiSemiVar2	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, [lowerdata], [simulation], [strucformat], [paramslice]|confirmed
PSI	PsiSenParam	annotation	not ours	role declaration, belongs with solver_adj	15	9	values_or_lower, upper, base_case|confirmed
PSI	PsiSenValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell_or_name|confirmed
PSI	PsiShift	property	have	BuiltinRiskSolverProperties	0	0	shift|confirmed
PSI	PsiShuffle	distribution	have	risksolver	0	0	data|confirmed
PSI	PsiSigmaCP	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaCPK	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaCPKLower	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaCPKUpper	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaCPM	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, target, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaDefectPPM	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaDefectShiftPPM	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaDefectShiftPPMLower	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaDefectShiftPPMUpper	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaK	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaLowerBound	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, number_stdev, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaProbDefectShift	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaProbDefectShiftLower	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaProbDefectShiftUpper	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaSigmaLevel	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaUpperBound	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, number_stdev, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaYield	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, shift, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaZLower	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaZMin	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, lower_limit, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSigmaZUpper	statistic	have	BuiltinRiskSolverSixSigma	0	0	cell, upper_limit, simulation, struc_format, param_slice|confirmed
PSI	PsiSimData	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, trial, simulation, struc_format, param_slice|confirmed
PSI	PsiSimOutput	annotation	not ours	role declaration, belongs with solver_adj	0	0	[cell_range]|confirmed
PSI	PsiSimParam	annotation	not ours	role declaration, belongs with solver_adj	5	2	values, upper, base_case|confirmed
PSI	PsiSip	distribution	not ours	names a stored SIP or declares a role — address arithmetic, not mathematics	0	0	sip|confirmed
PSI	PsiSixSigma	property	have	BuiltinRiskSolverSixSigma	0	0	p1, p2, p3, p4, p5|confirmed
PSI	PsiSkewness	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiSlackValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization, upper|confirmed
PSI	PsiSlurp	distribution	not ours	names a stored SIP or declares a role — address arithmetic, not mathematics	0	0	slurp, j|confirmed
PSI	PsiSpearmanRho	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell1, cell2|confirmed
PSI	PsiStatic	property	have	BuiltinRiskSolverProperties	0	0	static_val|confirmed
PSI	PsiStdDev	statistic	have	SimulationResults.statistics.stdDev — sample, not population	4	3	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiStdDevCI	statistic	out of scope	a confidence interval on the standard deviation, and Frontline does not say whether it reports the interval, its half-width, or one end — unmeasurable here, since a Psi* workbook opens without the add-in reading #NAME?	0	0	cell, confidence_level, simulation, struc_format, param_slice|confirmed
PSI	PsiStdErr	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiStudent	distribution	have	risksolver	0	0	df|confirmed
PSI	PsiStudentAlt	distribution	have	risksolver	0	0	1 percentile parameter|confirmed
PSI	PsiTableCube	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	table_description, table_values|confirmed
PSI	PsiTarget	statistic	have	computed at binding — no inclusive form upstream (probabilityBelow is strict <)	5	2	cell, target_value, simulation, struc_format, param_slice|confirmed
PSI	PsiTargetCI	statistic	bindable	computed at binding — no inclusive form upstream (probabilityBelow is strict <)	0	0	cell, target_value, confidence_level, [simulation]|confirmed
PSI	PsiTargetD	statistic	bindable	computed at binding — no inclusive form upstream (probabilityBelow is strict <)	0	0	cell_or_name, target_value, simulation|confirmed
PSI	PsiTheoKurtosis	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoMax	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoMean	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoMedian	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoMin	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoMode	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoPercentile	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, percentile|confirmed
PSI	PsiTheoPercentileD	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, percentile|confirmed
PSI	PsiTheoPtoX	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, percentile|confirmed
PSI	PsiTheoQtoX	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, percentile|confirmed
PSI	PsiTheoRange	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoSkewness	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoStdDev	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoTarget	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, target|confirmed
PSI	PsiTheoTargetD	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, target|confirmed
PSI	PsiTheoVariance	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name|confirmed
PSI	PsiTheoXtoP	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, target|confirmed
PSI	PsiTheoXtoQ	statistic	have	BuiltinRiskSolverTheoretical	0	0	cell_or_name, target|confirmed
PSI	PsiTheoXtoY	statistic	out of scope	the documented argument list does not say what Y is, and there is no add-in to ask	0	0	cell_or_name, value|confirmed
PSI	PsiTransform	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	Model, Input_Data, Header|confirmed
PSI	PsiTriangGen	distribution	have	risksolver	0	0	ap, m, br, p, r|confirmed
PSI	PsiTriangular	distribution	have	risksolver	60	17	a (min), c (likely), b (max)|confirmed
PSI	PsiTriangularAlt	distribution	have	risksolver	0	0	3 parameters combining native args (min, likely, max) with percentiles, e.g. (min, percentile1, percentile2) or (percentile1, likely, percentile2)|confirmed
PSI	PsiTruncate	property	have	BuiltinRiskSolverProperties	0	0	[min], [max], [type]|confirmed
PSI	PsiTruncateP	property	have	BuiltinRiskSolverProperties	0	0	[min], [max]|confirmed
PSI	PsiTSIntegrate	property	out of scope	a time-series differencing order for the ARIMA family, which is not implemented	0	0	order, c1, c2|confirmed
PSI	PsiTSLen	property	out of scope	the length of a time-series forecast, for the same family	0	0	length|confirmed
PSI	PsiTSSeasonality	property	out of scope	a seasonality period, for the same family	0	0	order, period, terms, index|confirmed
PSI	PsiTSSip	distribution	not ours	names a stored SIP or declares a role — address arithmetic, not mathematics	0	0	tssip|confirmed
PSI	PsiTSTransform	property	out of scope	a variance-stabilising transform, for the same family	0	0	type, shift|confirmed
PSI	PsiUniform	distribution	have	risksolver	24	16	a (min), b (max)|confirmed
PSI	PsiUniformAlt	distribution	have	risksolver	0	0	2 parameters combining native args (lower, upper) with percentiles, e.g. (lower, percentile1) or (percentile1, upper) or (percentile1, percentile2)|confirmed
PSI	PsiUnits	property	have	BuiltinRiskSolverProperties	0	0	string|confirmed
PSI	PsiVar	annotation	not ours	role declaration, belongs with solver_adj	0	0	cell_range, type, active, comment, model_name, critical|confirmed
PSI	PsiVariance	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiVary	distribution	not ours	names a stored SIP or declares a role — address arithmetic, not mathematics	0	0	base, min, max, [range_type], [dist_name]|confirmed
PSI	PsiWeibull	distribution	have	risksolver	0	0	alpha, beta|confirmed
PSI	PsiWeibullAlt	distribution	have	risksolver	0	0	1 percentile parameter|confirmed
PSI	PsiXtoP	statistic	have	computed at binding — no inclusive form upstream (probabilityBelow is strict <)	0	0	cell, target_value, simulation, struc_format, param_slice|confirmed
PSI	PsiXtoQ	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell_or_name, target_value, simulation|confirmed
